date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Feb%202020%2004:30:16%20GMT	http://kohette.com/wpthemes/narratium	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium.0.delayed	(from )
11:31:43	107/107	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Feb%202020%2004:30:17%20GMT	http://kohette.com/robots.txt		(from )
11:31:51	99119/99119	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202020%2004:30:17%20GMT	http://kohette.com/wpthemes/narratium/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/index.html	(from )
11:31:52	59879/59879	---MCZ	200	added ('OK')	text/css	etag:W/%22e9e7-58828a40d5e19%22	http://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/base.css?ver=5.3.2	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/base9dff.css	(from http://kohette.com/wpthemes/narratium/)
11:31:53	31161/31161	---MCZ	200	added ('OK')	text/css	etag:W/%2279b9-58828a40d5e19%22	http://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/icons.css?ver=5.3.2	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/icons9dff.css	(from http://kohette.com/wpthemes/narratium/)
11:31:53	291/291	---MCZ	200	added ('OK')	text/css	etag:W/%22123-58828a40e542f%22	http://kohette.com/wpthemes/narratium/wp-content/themes/narratium/theme-features/site-ajax-animations/src/css/ajax-transitions-base.css?ver=5.3.2	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/theme-features/site-ajax-animations/src/css/ajax-transitions-base9dff.css	(from http://kohette.com/wpthemes/narratium/)
11:31:53	10543/10543	---MCZ	200	added ('OK')	text/css	etag:W/%22292f-58828a40d6201%22	http://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/template-grid.css?ver=5.3.2	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/template-grid9dff.css	(from http://kohette.com/wpthemes/narratium/)
11:31:54	41467/41467	---MCZ	200	added ('OK')	text/css	etag:W/%22a1fb-59b4f748924fb%22	http://kohette.com/wpthemes/narratium/wp-includes/css/dist/block-library/style.min.css?ver=5.3.2	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/css/dist/block-library/style.min9dff.css	(from http://kohette.com/wpthemes/narratium/)
11:31:55	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%222748-5333ff613c400%22	http://kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://kohette.com/wpthemes/narratium/)
11:31:56	888/888	---MCZ	200	added ('OK')	text/xml	date:Mon,%2003%20Feb%202020%2004:30:29%20GMT	http://kohette.com/wpthemes/narratium/xmlrpc.php?rsd	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/xmlrpc0db0.php	(from http://kohette.com/wpthemes/narratium/)
11:31:57	1045/1045	---MCZ	200	added ('OK')	application/xml	etag:W/%22415-4ed4785da9bc0%22	http://kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml	(from http://kohette.com/wpthemes/narratium/)
11:31:57	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217a69-591ca57974289%22	http://kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery4a5f.js	(from http://kohette.com/wpthemes/narratium/)
11:31:57	107947/107947	---MCZ	200	added ('OK')	application/json	date:Mon,%2003%20Feb%202020%2004:30:29%20GMT	http://kohette.com/wpthemes/narratium/wp-json/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-json/index.html	(from http://kohette.com/wpthemes/narratium/)
11:31:57	786/786	---M--	200	added ('OK')	image/png	etag:%22312-55b694bf6a26d%22	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/cropped-Logo-32x32.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/cropped-Logo-32x32.png	(from http://kohette.com/wpthemes/narratium/)
11:31:58	21132/21132	---MC-	200	added ('OK')	application/rss+xml	etag:%22778b0771846c7971df029fe50750f9d4%22	http://kohette.com/wpthemes/narratium/comments/feed/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/comments/feed/index.html	(from http://kohette.com/wpthemes/narratium/)
11:31:58	4598/4598	---M--	200	added ('OK')	image/png	etag:%2211f6-55b694bf65066%22	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/cropped-Logo-192x192.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/cropped-Logo-192x192.png	(from http://kohette.com/wpthemes/narratium/)
